case:concept:name,trace,start_time,end_time,app_type,duration_hours,has_accepted,has_denied,has_cancelled,is_success,edit_distance,norm_distance,rework_events,trace_len,is_non_success,deviation_band
Application_1065478710,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Denied', 'O_Refused', 'O_Refused', 'W_Validate application')",2016-03-15 14:43:10.241000+00:00,2016-04-12 08:58:21.710000+00:00,New credit,666.2531858333333,True,True,False,False,7,0.4117647058823529,1,17,True,high
Application_1065521969,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Denied', 'O_Refused')",2016-12-29 09:25:14.247000+00:00,2017-01-24 15:20:14.608000+00:00,New credit,629.9167669444445,True,True,False,False,6,0.5,0,10,True,high
Application_1065574295,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'A_Incomplete', 'W_Call incomplete files', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-09-30 13:36:24.388000+00:00,2016-10-11 06:39:34.172000+00:00,New credit,257.0527177777778,True,False,False,True,6,0.3333333333333333,3,18,False,medium
Application_1065678246,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-03-11 08:21:13.240000+00:00,2016-04-11 06:00:34.206000+00:00,New credit,741.6558238888889,True,False,True,False,5,0.4166666666666667,0,11,True,high
Application_1065734594,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-06-23 15:10:48.080000+00:00,2016-07-28 06:51:38.293000+00:00,New credit,831.6806147222222,True,False,True,False,6,0.5,0,10,True,high
Application_1065780614,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-07-09 23:34:14.267000+00:00,2016-07-25 12:30:02.806000+00:00,New credit,372.93014972222227,True,False,False,True,3,0.2,1,15,False,low
Application_1065823078,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-08-01 09:33:42.421000+00:00,2016-08-18 09:17:22.168000+00:00,New credit,407.7277075,True,False,False,True,7,0.4117647058823529,3,17,False,high
Application_1065962262,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Denied', 'O_Refused')",2016-07-05 11:33:47.445000+00:00,2016-07-15 12:17:09.714000+00:00,New credit,240.7228525,True,True,False,False,2,0.16666666666666666,0,12,True,low
Application_1065975323,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-05-10 07:05:09.082000+00:00,2016-05-23 07:00:04.260000+00:00,New credit,311.91532722222223,True,False,False,True,2,0.14285714285714285,1,14,False,low
Application_1066042180,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Denied', 'O_Refused')",2016-07-17 13:11:01.577000+00:00,2016-07-26 12:56:23.903000+00:00,New credit,215.75620166666667,True,True,False,False,3,0.23076923076923078,0,13,True,medium
Application_1066046865,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Validating', 'O_Returned', 'A_Incomplete', 'O_Accepted', 'A_Pending', 'O_Cancelled')",2016-11-01 19:41:37.138000+00:00,2016-11-22 07:54:15.104000+00:00,New credit,492.2105461111111,True,False,False,True,7,0.4117647058823529,1,17,False,high
Application_1066050010,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-11-22 17:30:21.553000+00:00,2016-12-23 07:00:47.947000+00:00,New credit,733.5073316666666,True,False,True,False,4,0.3333333333333333,0,10,True,medium
Application_1066069389,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'A_Cancelled', 'O_Cancelled', 'W_Complete application')",2016-07-09 16:49:14.184000+00:00,2016-07-11 12:48:40.793000+00:00,New credit,43.99072472222222,True,False,True,False,8,0.6666666666666666,0,9,True,very_high
Application_1066126238,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'W_Call incomplete files', 'A_Validating', 'A_Denied', 'O_Refused', 'W_Validate application')",2016-09-06 18:31:58.520000+00:00,2016-09-15 08:34:00.500000+00:00,New credit,206.03388333333334,True,True,False,False,6,0.375,3,16,True,medium
Application_10661478,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'W_Call incomplete files', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-09-25 07:21:03.324000+00:00,2016-10-06 20:33:06.576000+00:00,New credit,277.2009033333333,True,False,False,True,4,0.25,2,16,False,medium
Application_1066202118,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending', 'O_Cancelled')",2016-06-15 09:57:30.402000+00:00,2016-07-04 08:17:43.546000+00:00,New credit,454.33698444444445,True,False,False,True,6,0.3333333333333333,1,18,False,medium
Application_1066268432,"('A_Create Application', 'A_Submitted', 'W_Handle leads', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'O_Create Offer', 'O_Created', 'O_Sent', 'O_Returned', 'O_Accepted', 'A_Pending', 'O_Cancelled')",2016-07-27 20:22:02.635000+00:00,2016-08-22 12:09:51.110000+00:00,New credit,615.7967986111112,True,False,False,True,9,0.47368421052631576,1,19,False,high
Application_1066345355,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-02-12 08:08:16.114000+00:00,2016-03-03 13:07:51.851000+00:00,New credit,484.9932602777778,True,False,False,True,4,0.2857142857142857,1,14,False,medium
Application_1066363999,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending')",2016-06-09 08:28:05.661000+00:00,2016-06-16 09:51:15.012000+00:00,Limit raise,169.38593083333333,True,False,False,True,1,0.08333333333333333,0,11,False,low
Application_1066386001,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending')",2016-11-10 14:59:59.872000+00:00,2016-11-24 12:04:48.050000+00:00,New credit,333.08004944444446,True,False,False,True,0,0.0,0,12,False,low
Application_1066477731,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent', 'O_Cancelled', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-06-03 23:38:41.659000+00:00,2016-07-12 15:07:51.655000+00:00,New credit,927.4861099999999,True,False,False,True,9,0.47368421052631576,2,19,False,high
Application_1066487715,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Create Offer', 'O_Created', 'O_Sent', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled', 'O_Cancelled')",2016-06-28 13:39:52.375000+00:00,2016-08-04 06:00:14.826000+00:00,New credit,880.3395697222222,True,False,True,False,8,0.5333333333333333,0,15,True,high
Application_1066604802,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-08-14 12:39:09.963000+00:00,2016-09-16 06:00:33.164000+00:00,New credit,785.3564447222221,True,False,True,False,6,0.5,0,10,True,high
Application_1066673370,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'A_Incomplete', 'A_Validating', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-07-05 18:50:01.545000+00:00,2016-07-26 06:58:08.846000+00:00,New credit,492.1353613888889,True,False,False,True,6,0.3333333333333333,3,18,False,medium
Application_1066827688,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending', 'W_Validate application')",2016-02-10 10:27:58.008000+00:00,2016-03-07 08:43:18.155000+00:00,New credit,622.2555963888889,True,False,False,True,5,0.3333333333333333,2,15,False,medium
Application_1066900597,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-08-22 14:09:07.887000+00:00,2016-09-22 06:00:29.195000+00:00,New credit,735.8559188888889,True,False,True,False,4,0.3333333333333333,0,10,True,medium
Application_1066913904,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Validating', 'O_Accepted', 'A_Pending', 'W_Validate application', 'O_Cancelled')",2016-06-13 14:43:36.268000+00:00,2016-06-30 06:18:07.777000+00:00,Limit raise,399.5754191666667,True,False,False,True,8,0.4,3,20,False,medium
Application_1067190693,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Validating', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'W_Validate application', 'A_Incomplete', 'O_Returned', 'A_Validating', 'A_Incomplete', 'A_Validating', 'A_Incomplete', 'O_Accepted', 'A_Pending', 'O_Cancelled')",2016-12-22 15:07:24.344000+00:00,2017-01-13 11:06:42.698000+00:00,New credit,523.9884316666667,True,False,False,True,17,0.5862068965517241,8,29,False,high
Application_1067190799,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Denied', 'O_Refused')",2016-12-30 09:13:47.589000+00:00,2017-01-12 11:46:13.190000+00:00,New credit,314.5404447222222,True,True,False,False,4,0.3333333333333333,0,12,True,medium
Application_106746923,"('A_Create Application', 'A_Submitted', 'W_Handle leads', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-03-07 19:23:37.196000+00:00,2016-04-18 06:00:42.907000+00:00,New credit,994.6182530555556,True,False,True,False,7,0.5833333333333334,0,11,True,high
Application_1067645643,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Create Offer', 'O_Created', 'O_Sent', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'O_Accepted', 'A_Pending', 'O_Cancelled')",2016-03-26 14:34:15.310000+00:00,2016-04-05 13:02:36.938000+00:00,New credit,238.47267444444446,True,False,False,True,6,0.3333333333333333,1,18,False,medium
Application_1067660857,"('A_Create Application', 'A_Submitted', 'W_Handle leads', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'O_Accepted', 'A_Pending')",2016-09-22 12:23:20.308000+00:00,2016-10-24 06:13:55.837000+00:00,New credit,761.8432025000001,True,False,False,True,3,0.2,1,15,False,low
Application_1067696654,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending', 'W_Validate application', 'O_Cancelled')",2016-03-15 21:57:22.471000+00:00,2016-03-24 07:24:40.392000+00:00,New credit,201.45497805555556,True,False,False,True,11,0.55,3,20,False,high
Application_1067751978,"('A_Create Application', 'A_Submitted', 'W_Handle leads', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Denied', 'O_Refused', 'W_Validate application')",2016-05-04 12:24:12.163000+00:00,2016-05-13 14:54:35.993000+00:00,New credit,218.50661944444442,True,True,False,False,6,0.42857142857142855,1,14,True,high
Application_1067807240,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'A_Incomplete', 'O_Returned', 'O_Accepted', 'A_Pending', 'O_Cancelled')",2016-05-11 16:08:31.574000+00:00,2016-06-22 06:52:29.598000+00:00,New credit,998.7327844444445,True,False,False,True,10,0.5,2,20,False,high
Application_1067848631,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-05-11 15:16:08.417000+00:00,2016-06-12 06:00:35.356000+00:00,New credit,758.7408163888888,True,False,True,False,5,0.4166666666666667,0,11,True,high
Application_1067894025,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'W_Validate application', 'A_Incomplete', 'O_Returned', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-11-25 16:36:46.981000+00:00,2016-12-05 13:43:26.922000+00:00,Limit raise,237.11109472222222,True,False,False,True,4,0.2857142857142857,2,14,False,medium
Application_1067919941,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending', 'W_Validate application')",2016-06-01 10:29:07.559000+00:00,2016-06-18 13:34:24.156000+00:00,New credit,411.08794361111114,True,False,False,True,6,0.375,3,16,False,medium
Application_1067969257,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Validating', 'O_Returned', 'A_Incomplete', 'W_Call incomplete files', 'A_Validating', 'O_Accepted', 'A_Pending', 'O_Cancelled')",2016-02-29 17:09:48.759000+00:00,2016-03-08 16:07:35.479000+00:00,New credit,190.96297777777778,True,False,False,True,9,0.47368421052631576,2,19,False,high
Application_1067992623,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending')",2016-09-24 17:19:24.049000+00:00,2016-10-05 08:50:36.294000+00:00,New credit,255.52006805555556,True,False,False,True,2,0.16666666666666666,0,12,False,low
Application_1068027824,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-02-05 16:36:04.231000+00:00,2016-02-10 14:27:40.776000+00:00,New credit,117.86015138888888,True,False,False,True,2,0.14285714285714285,1,14,False,low
Application_1068062776,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'A_Incomplete', 'O_Accepted', 'A_Pending')",2016-12-01 18:50:40.150000+00:00,2016-12-22 07:25:12.610000+00:00,New credit,492.5756833333333,True,False,False,True,6,0.3333333333333333,4,18,False,medium
Application_1068144226,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-12-12 20:07:42.787000+00:00,2016-12-14 15:54:13.786000+00:00,New credit,43.7752775,True,False,True,False,5,0.4166666666666667,0,11,True,high
Application_1068168103,"('A_Create Application', 'A_Submitted', 'W_Handle leads', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-08-12 09:00:23.821000+00:00,2016-08-30 13:57:01.621000+00:00,New credit,436.9438333333334,True,False,False,True,4,0.25,1,16,False,medium
Application_1068207763,"('A_Create Application', 'A_Submitted', 'W_Handle leads', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending', 'W_Validate application')",2016-06-01 18:23:39.310000+00:00,2016-06-21 10:10:35.676000+00:00,New credit,471.78232388888887,True,False,False,True,3,0.2,1,15,False,low
Application_1068218912,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Cancelled', 'O_Cancelled', 'O_Cancelled')",2016-01-04 12:51:45.303000+00:00,2016-02-29 07:01:00.412000+00:00,New credit,1338.1541969444445,True,False,True,False,7,0.4666666666666667,0,15,True,high
Application_1068244303,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending')",2016-08-18 14:00:51.769000+00:00,2016-08-29 11:10:59.707000+00:00,Limit raise,261.16887166666663,True,False,False,True,0,0.0,0,12,False,low
Application_1068246239,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'O_Cancelled', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'A_Denied', 'O_Refused', 'O_Refused', 'W_Validate application')",2016-06-21 18:10:29.655000+00:00,2016-07-11 08:54:15.997000+00:00,Limit raise,470.7295394444444,True,True,False,False,14,0.6363636363636364,3,22,True,very_high
Application_1068273919,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending')",2016-11-14 08:44:20.256000+00:00,2016-11-23 10:23:30.882000+00:00,New credit,217.65295166666667,True,False,False,True,2,0.16666666666666666,0,12,False,low
Application_1068338293,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Create Offer', 'O_Created', 'O_Sent', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'O_Accepted', 'A_Pending', 'O_Cancelled')",2016-12-29 15:48:57.119000+00:00,2017-01-10 11:34:51.056000+00:00,New credit,283.76498250000003,True,False,False,True,5,0.29411764705882354,1,17,False,medium
Application_1068354943,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-02-17 16:59:30.899000+00:00,2016-03-19 07:08:47.915000+00:00,New credit,734.1547266666666,True,False,True,False,6,0.5,0,10,True,high
Application_1068398029,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-05-23 15:46:29.273000+00:00,2016-05-31 12:12:23.691000+00:00,New credit,188.43178277777776,True,False,False,True,2,0.14285714285714285,1,14,False,low
Application_1068503675,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending', 'W_Validate application')",2016-02-22 08:34:44.289000+00:00,2016-03-23 09:09:51.899000+00:00,Limit raise,720.5854472222222,True,False,False,True,7,0.3684210526315789,5,19,False,medium
Application_1068537601,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-02-17 14:37:37.242000+00:00,2016-03-19 07:09:21.084000+00:00,New credit,736.528845,True,False,True,False,4,0.3333333333333333,0,10,True,medium
Application_1068641466,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-12-23 09:08:20.977000+00:00,2016-12-27 09:43:58.632000+00:00,New credit,96.59379305555557,True,False,False,True,3,0.2,2,15,False,low
Application_1068646658,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-07-04 07:58:08.184000+00:00,2016-07-13 11:57:31.324000+00:00,New credit,219.9897611111111,True,False,True,False,5,0.4166666666666667,0,11,True,high
Application_1068664646,"('A_Create Application', 'A_Submitted', 'W_Handle leads', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-01-18 15:00:16.502000+00:00,2016-02-20 07:00:33.327000+00:00,New credit,784.0046736111111,True,False,True,False,7,0.5833333333333334,0,11,True,high
Application_1068716105,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-06-13 10:01:45.222000+00:00,2016-07-14 06:00:16.969000+00:00,New credit,739.9754852777778,True,False,True,False,4,0.3333333333333333,0,10,True,medium
Application_106876280,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'O_Accepted', 'A_Pending')",2016-05-02 18:48:47.999000+00:00,2016-05-12 11:09:15.611000+00:00,New credit,232.34100333333333,True,False,False,True,2,0.14285714285714285,1,14,False,low
Application_1068833227,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Cancelled', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'W_Validate application', 'A_Incomplete', 'W_Call incomplete files', 'A_Validating', 'A_Incomplete', 'O_Accepted', 'A_Pending')",2016-08-04 14:48:22.561000+00:00,2016-08-22 09:56:47.721000+00:00,New credit,427.1403222222222,True,False,False,True,10,0.45454545454545453,5,22,False,high
Application_1069059697,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending')",2016-01-21 06:39:47.715000+00:00,2016-01-27 10:12:24.168000+00:00,New credit,147.54345916666665,True,False,False,True,1,0.07692307692307693,0,13,False,low
Application_1069151423,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Cancelled', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-08-02 09:37:41.493000+00:00,2016-09-03 06:00:26.356000+00:00,New credit,764.3791286111111,True,False,True,False,8,0.6153846153846154,0,13,True,very_high
Application_1069252664,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'O_Accepted', 'A_Pending')",2016-07-11 08:37:41.329000+00:00,2016-07-22 05:44:31.432000+00:00,New credit,261.1139175,True,False,False,True,2,0.14285714285714285,1,14,False,low
Application_1069275163,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending')",2016-12-30 11:04:09.819000+00:00,2017-01-04 14:55:41.323000+00:00,Limit raise,123.85875111111112,True,False,False,True,1,0.08333333333333333,0,11,False,low
Application_1069329258,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending')",2016-01-18 08:39:29.793000+00:00,2016-01-21 14:29:32.762000+00:00,Limit raise,77.83415805555555,True,False,False,True,1,0.08333333333333333,0,11,False,low
