dataset,global_trace_index,case_id,application_type,case_start_time,case_start_year_week,case_end_time,duration_hours,retained_event_count,distinct_activity_count
BPI Challenge 2017,2285,Application_2026515638,New credit,2016-02-01T14:58:59.005000+00:00,2016-W05,2016-02-24T08:46:39.042000+00:00,545.7945,12,12
BPI Challenge 2017,2286,Application_1377862822,New credit,2016-02-01T15:12:50.019000+00:00,2016-W05,2016-03-05T07:00:43.111000+00:00,783.7981,11,11
BPI Challenge 2017,2287,Application_1028272738,New credit,2016-02-01T15:13:53.432000+00:00,2016-W05,2016-02-22T08:10:27.954000+00:00,496.9429,13,13
BPI Challenge 2017,2288,Application_90606097,New credit,2016-02-01T15:15:19.589000+00:00,2016-W05,2016-02-23T12:33:24.775000+00:00,525.3014,16,14
BPI Challenge 2017,2289,Application_1025581046,New credit,2016-02-01T15:21:43.974000+00:00,2016-W05,2016-03-08T07:00:45.104000+00:00,855.6503,11,11
BPI Challenge 2017,2290,Application_810709994,New credit,2016-02-01T15:22:31.588000+00:00,2016-W05,2016-02-29T14:43:48.027000+00:00,671.3546,13,13
BPI Challenge 2017,2291,Application_1193793043,New credit,2016-02-01T15:22:55.098000+00:00,2016-W05,2016-02-12T19:39:04.125000+00:00,268.2692,13,13
BPI Challenge 2017,2292,Application_2026979697,New credit,2016-02-01T15:25:06.356000+00:00,2016-W05,2016-02-08T08:13:31.356000+00:00,160.8069,21,14
BPI Challenge 2017,2293,Application_18877429,New credit,2016-02-01T15:45:29.153000+00:00,2016-W05,2016-02-12T15:58:49.638000+00:00,264.2224,19,14
BPI Challenge 2017,2294,Application_459517208,New credit,2016-02-01T16:12:47.501000+00:00,2016-W05,2016-02-09T13:17:27.237000+00:00,189.0777,14,13
BPI Challenge 2017,2295,Application_68310370,Limit raise,2016-02-01T16:32:47.402000+00:00,2016-W05,2016-02-10T14:50:18.351000+00:00,214.2919,15,14
BPI Challenge 2017,2296,Application_384439088,New credit,2016-02-01T16:33:41.552000+00:00,2016-W05,2016-02-09T10:24:00.401000+00:00,185.8386,15,11
BPI Challenge 2017,2297,Application_1841570712,New credit,2016-02-01T16:36:56.935000+00:00,2016-W05,2016-02-12T10:53:14.842000+00:00,258.2716,13,13
BPI Challenge 2017,2298,Application_1109401309,Limit raise,2016-02-01T16:41:31.722000+00:00,2016-W05,2016-03-14T12:27:30.551000+00:00,1003.7663,20,15
BPI Challenge 2017,2299,Application_1142352404,New credit,2016-02-01T16:46:00.733000+00:00,2016-W05,2016-02-16T13:48:34.461000+00:00,357.0427,13,13
BPI Challenge 2017,2300,Application_2077892179,New credit,2016-02-01T16:47:45.099000+00:00,2016-W05,2016-02-23T13:36:34.914000+00:00,524.8138,13,13
BPI Challenge 2017,2301,Application_2137021339,New credit,2016-02-01T16:59:03.430000+00:00,2016-W05,2016-02-10T15:42:11.246000+00:00,214.7188,17,13
BPI Challenge 2017,2302,Application_1464061852,New credit,2016-02-01T17:03:46.724000+00:00,2016-W05,2016-03-03T07:00:58.638000+00:00,733.9533,11,11
BPI Challenge 2017,2303,Application_1109656219,New credit,2016-02-01T17:06:04.922000+00:00,2016-W05,2016-02-24T08:00:54.594000+00:00,542.9138,17,15
BPI Challenge 2017,2304,Application_257596602,New credit,2016-02-01T17:16:47.932000+00:00,2016-W05,2016-03-05T07:01:01.719000+00:00,781.7372,10,10
BPI Challenge 2017,2305,Application_1618264715,Limit raise,2016-02-01T17:20:16.601000+00:00,2016-W05,2016-02-08T13:24:27.264000+00:00,164.0696,12,12
BPI Challenge 2017,2306,Application_686900647,New credit,2016-02-01T17:21:10.516000+00:00,2016-W05,2016-03-05T07:01:02.978000+00:00,781.6646,11,11
BPI Challenge 2017,2307,Application_1660734224,New credit,2016-02-01T17:29:45.048000+00:00,2016-W05,2016-02-11T08:45:28.197000+00:00,231.262,14,13
BPI Challenge 2017,2308,Application_173446847,New credit,2016-02-01T17:31:57.556000+00:00,2016-W05,2016-02-22T07:03:36.751000+00:00,493.5276,21,16
BPI Challenge 2017,2309,Application_531311601,New credit,2016-02-01T17:35:42.903000+00:00,2016-W05,2016-03-14T08:27:31.549000+00:00,998.8635,14,13
BPI Challenge 2017,2310,Application_754663727,New credit,2016-02-01T17:39:34.371000+00:00,2016-W05,2016-03-10T07:00:26.609000+00:00,901.3478,15,11
BPI Challenge 2017,2311,Application_1972226928,New credit,2016-02-01T17:42:33.215000+00:00,2016-W05,2016-02-10T09:39:37.070000+00:00,207.9511,16,15
BPI Challenge 2017,2312,Application_1544450093,New credit,2016-02-01T17:44:21.550000+00:00,2016-W05,2016-02-22T07:04:56.336000+00:00,493.343,19,16
BPI Challenge 2017,2313,Application_649068245,New credit,2016-02-01T18:08:24.415000+00:00,2016-W05,2016-02-10T11:39:02.648000+00:00,209.5106,12,12
BPI Challenge 2017,2314,Application_1866324888,Limit raise,2016-02-01T18:16:08.075000+00:00,2016-W05,2016-02-10T11:02:16.487000+00:00,208.769,12,12
BPI Challenge 2017,2315,Application_1685289510,New credit,2016-02-01T18:16:54.362000+00:00,2016-W05,2016-02-22T07:54:36.073000+00:00,493.6283,17,15
BPI Challenge 2017,2316,Application_1890898402,New credit,2016-02-01T18:19:25.719000+00:00,2016-W05,2016-02-17T18:12:19.722000+00:00,383.8817,15,14
BPI Challenge 2017,2317,Application_2110114560,New credit,2016-02-01T18:20:42.205000+00:00,2016-W05,2016-02-12T13:39:20.539000+00:00,259.3106,13,13
BPI Challenge 2017,2318,Application_1166300620,New credit,2016-02-01T18:21:01.252000+00:00,2016-W05,2016-02-22T09:39:29.377000+00:00,495.3078,19,15
BPI Challenge 2017,2319,Application_552672171,New credit,2016-02-01T18:32:44.555000+00:00,2016-W05,2016-02-10T11:11:29.421000+00:00,208.6458,10,10
BPI Challenge 2017,2320,Application_1991997459,New credit,2016-02-01T18:43:40.218000+00:00,2016-W05,2016-02-16T14:51:01.742000+00:00,356.1226,20,14
BPI Challenge 2017,2321,Application_78142401,New credit,2016-02-01T18:48:27.895000+00:00,2016-W05,2016-02-09T14:51:44.241000+00:00,188.0545,17,14
BPI Challenge 2017,2322,Application_328400356,New credit,2016-02-01T18:48:39.811000+00:00,2016-W05,2016-02-22T06:38:27.169000+00:00,491.8298,15,13
BPI Challenge 2017,2323,Application_519672671,New credit,2016-02-01T18:52:23.027000+00:00,2016-W05,2016-03-05T07:00:34.351000+00:00,780.1365,11,11
BPI Challenge 2017,2324,Application_1152251519,New credit,2016-02-01T18:55:53.482000+00:00,2016-W05,2016-03-01T10:06:51.705000+00:00,687.1828,14,14
BPI Challenge 2017,2325,Application_2113611705,New credit,2016-02-01T18:58:20.619000+00:00,2016-W05,2016-03-22T07:57:26.469000+00:00,1188.985,18,16
BPI Challenge 2017,2326,Application_916308306,New credit,2016-02-01T19:05:52.521000+00:00,2016-W05,2016-02-16T10:06:17.366000+00:00,351.0069,16,15
BPI Challenge 2017,2327,Application_200561783,New credit,2016-02-01T19:17:21.998000+00:00,2016-W05,2016-02-10T14:34:27.783000+00:00,211.2849,14,14
BPI Challenge 2017,2328,Application_666149112,New credit,2016-02-01T19:20:23.804000+00:00,2016-W05,2016-02-11T11:18:38.597000+00:00,231.9708,15,14
BPI Challenge 2017,2329,Application_282703106,New credit,2016-02-01T19:22:59.557000+00:00,2016-W05,2016-02-16T09:13:23.755000+00:00,349.8401,21,16
BPI Challenge 2017,2330,Application_728696828,Limit raise,2016-02-01T19:24:47.032000+00:00,2016-W05,2016-02-22T07:05:32.031000+00:00,491.6792,16,14
BPI Challenge 2017,2331,Application_1929412194,New credit,2016-02-01T19:25:39.887000+00:00,2016-W05,2016-02-10T09:14:08.667000+00:00,205.808,12,12
BPI Challenge 2017,2332,Application_1748330152,New credit,2016-02-01T19:26:27.985000+00:00,2016-W05,2016-02-18T17:09:42.998000+00:00,405.7208,13,13
BPI Challenge 2017,2333,Application_474554653,New credit,2016-02-01T19:45:50.078000+00:00,2016-W05,2016-03-04T15:07:19.964000+00:00,763.3583,29,18
BPI Challenge 2017,2334,Application_44711236,New credit,2016-02-01T19:49:28.288000+00:00,2016-W05,2016-02-24T15:41:53.954000+00:00,547.8738,15,13
BPI Challenge 2017,2335,Application_1300598260,New credit,2016-02-01T19:55:42.724000+00:00,2016-W05,2016-03-08T07:00:35.557000+00:00,851.0813,11,11
BPI Challenge 2017,2336,Application_1694715372,New credit,2016-02-01T20:02:19.906000+00:00,2016-W05,2016-02-22T06:26:25.249000+00:00,490.4015,15,13
BPI Challenge 2017,2337,Application_453418974,New credit,2016-02-01T20:17:16.924000+00:00,2016-W05,2016-02-12T08:40:14.957000+00:00,252.3828,15,13
BPI Challenge 2017,2338,Application_763017273,New credit,2016-02-01T20:19:29.227000+00:00,2016-W05,2016-02-22T07:48:48.682000+00:00,491.4887,19,16
BPI Challenge 2017,2339,Application_1443994940,New credit,2016-02-01T20:32:04.856000+00:00,2016-W05,2016-02-16T16:42:09.658000+00:00,356.168,17,13
BPI Challenge 2017,2340,Application_1577301082,New credit,2016-02-01T20:56:17.882000+00:00,2016-W05,2016-02-11T12:36:17.038000+00:00,231.6664,15,14
BPI Challenge 2017,2341,Application_376488292,New credit,2016-02-01T20:58:04.329000+00:00,2016-W05,2016-03-03T12:44:19.734000+00:00,735.7709,15,15
BPI Challenge 2017,2342,Application_484277152,New credit,2016-02-01T21:01:56.679000+00:00,2016-W05,2016-04-07T13:05:44.242000+00:00,1576.0632,15,15
BPI Challenge 2017,2343,Application_480362069,New credit,2016-02-01T21:05:44.555000+00:00,2016-W05,2016-02-17T10:44:15.349000+00:00,373.6419,20,15
BPI Challenge 2017,2344,Application_236975377,New credit,2016-02-01T21:19:13.249000+00:00,2016-W05,2016-03-05T07:01:00.152000+00:00,777.6964,11,11
BPI Challenge 2017,2345,Application_552624105,New credit,2016-02-01T21:30:42.848000+00:00,2016-W05,2016-02-10T12:45:22.036000+00:00,207.2442,19,15
BPI Challenge 2017,2346,Application_702265255,New credit,2016-02-01T21:35:35.173000+00:00,2016-W05,2016-02-16T08:58:11.002000+00:00,347.3766,13,13
BPI Challenge 2017,2347,Application_1280449733,New credit,2016-02-01T21:48:02.157000+00:00,2016-W05,2016-02-04T08:57:38.204000+00:00,59.16,12,9
BPI Challenge 2017,2348,Application_234305951,New credit,2016-02-01T22:10:20.816000+00:00,2016-W05,2016-02-19T10:25:14.244000+00:00,420.2482,12,12
BPI Challenge 2017,2349,Application_1305663351,New credit,2016-02-01T22:42:21.259000+00:00,2016-W05,2016-03-05T07:00:56.728000+00:00,776.3099,12,12
BPI Challenge 2017,2350,Application_1692023467,New credit,2016-02-01T23:17:06.418000+00:00,2016-W05,2016-02-24T10:55:20.027000+00:00,539.6371,10,10
BPI Challenge 2017,2351,Application_1334242456,New credit,2016-02-01T23:39:19.540000+00:00,2016-W05,2016-02-26T15:21:30.889000+00:00,591.7032,22,14
BPI Challenge 2017,2352,Application_124124711,New credit,2016-02-02T00:02:28.551000+00:00,2016-W05,2016-02-19T12:56:32.005000+00:00,420.901,19,15
BPI Challenge 2017,2353,Application_1918147104,New credit,2016-02-02T06:32:28.605000+00:00,2016-W05,2016-02-16T09:27:06.250000+00:00,338.9105,14,14
BPI Challenge 2017,2354,Application_1555982726,New credit,2016-02-02T06:45:30.338000+00:00,2016-W05,2016-03-05T07:00:52.543000+00:00,768.2562,11,11
BPI Challenge 2017,2355,Application_1602302483,Limit raise,2016-02-02T07:20:14.510000+00:00,2016-W05,2016-03-16T08:02:01.361000+00:00,1032.6963,15,15
BPI Challenge 2017,2356,Application_1240103447,Limit raise,2016-02-02T07:25:18.396000+00:00,2016-W05,2016-02-10T11:38:06.681000+00:00,196.2134,11,11
BPI Challenge 2017,2357,Application_1288118876,New credit,2016-02-02T08:06:45.167000+00:00,2016-W05,2016-02-22T15:32:49.145000+00:00,487.4344,21,13
BPI Challenge 2017,2358,Application_403349493,New credit,2016-02-02T08:08:56.464000+00:00,2016-W05,2016-02-22T07:29:34.357000+00:00,479.3439,16,16
BPI Challenge 2017,2359,Application_365410914,New credit,2016-02-02T08:09:27.642000+00:00,2016-W05,2016-03-06T07:00:32.337000+00:00,790.8513,20,10
BPI Challenge 2017,2360,Application_727786387,New credit,2016-02-02T08:26:18.528000+00:00,2016-W05,2016-02-24T10:04:03.729000+00:00,529.6292,20,15
BPI Challenge 2017,2361,Application_528436480,Limit raise,2016-02-02T08:31:25.192000+00:00,2016-W05,2016-03-05T07:00:48.139000+00:00,766.4897,13,10
BPI Challenge 2017,2362,Application_1150892215,New credit,2016-02-02T08:57:49.591000+00:00,2016-W05,2016-02-22T07:12:33.456000+00:00,478.2455,14,14
BPI Challenge 2017,2363,Application_401615569,Limit raise,2016-02-02T09:23:52.673000+00:00,2016-W05,2016-03-13T07:00:35.767000+00:00,957.612,9,9
BPI Challenge 2017,2364,Application_1711847526,New credit,2016-02-02T09:30:00.917000+00:00,2016-W05,2016-02-16T13:55:15.956000+00:00,340.4208,15,14
BPI Challenge 2017,2365,Application_889299771,New credit,2016-02-02T09:38:23.834000+00:00,2016-W05,2016-02-25T10:03:09.349000+00:00,552.4126,17,15
BPI Challenge 2017,2366,Application_169184152,New credit,2016-02-02T09:41:49.779000+00:00,2016-W05,2016-02-11T06:30:39.404000+00:00,212.8138,16,15
BPI Challenge 2017,2367,Application_1079022040,New credit,2016-02-02T09:49:25.701000+00:00,2016-W05,2016-02-17T15:48:41.789000+00:00,365.9878,15,14
BPI Challenge 2017,2368,Application_460878658,New credit,2016-02-02T10:17:21.931000+00:00,2016-W05,2016-02-17T15:52:15.513000+00:00,365.5816,16,14
BPI Challenge 2017,2369,Application_94499476,New credit,2016-02-02T10:21:42.869000+00:00,2016-W05,2016-03-03T17:47:37.105000+00:00,727.4317,15,12
BPI Challenge 2017,2370,Application_1854057287,New credit,2016-02-02T10:30:29.060000+00:00,2016-W05,2016-02-11T12:30:41.260000+00:00,218.0034,22,14
BPI Challenge 2017,2371,Application_27945062,New credit,2016-02-02T10:36:34.122000+00:00,2016-W05,2016-02-12T11:49:59.520000+00:00,241.2237,16,13
BPI Challenge 2017,2372,Application_292974495,Limit raise,2016-02-02T10:47:07.601000+00:00,2016-W05,2016-03-04T07:00:20.996000+00:00,740.2204,10,10
BPI Challenge 2017,2373,Application_1316721031,New credit,2016-02-02T11:05:35.519000+00:00,2016-W05,2016-03-10T07:50:32.422000+00:00,884.7491,17,14
BPI Challenge 2017,2374,Application_1219744215,New credit,2016-02-02T11:10:11.722000+00:00,2016-W05,2016-03-05T07:01:20.784000+00:00,763.8525,10,7
BPI Challenge 2017,2375,Application_244138899,New credit,2016-02-02T11:19:51.181000+00:00,2016-W05,2016-03-06T07:00:46.081000+00:00,787.6819,10,10
BPI Challenge 2017,2376,Application_829317487,New credit,2016-02-02T11:30:11.766000+00:00,2016-W05,2016-02-22T06:51:30.335000+00:00,475.3552,14,14
BPI Challenge 2017,2377,Application_113354052,New credit,2016-02-02T11:42:01.523000+00:00,2016-W05,2016-02-18T12:31:13.589000+00:00,384.82,18,15
BPI Challenge 2017,2378,Application_479691810,New credit,2016-02-02T11:43:42.240000+00:00,2016-W05,2016-02-16T11:59:22.999000+00:00,336.2613,13,13
BPI Challenge 2017,2379,Application_1470933886,New credit,2016-02-02T11:45:23.291000+00:00,2016-W05,2016-02-19T08:42:50.963000+00:00,404.9577,18,15
BPI Challenge 2017,2380,Application_1432979587,New credit,2016-02-02T11:52:58.343000+00:00,2016-W05,2016-03-05T07:01:10.778000+00:00,763.1368,14,10
BPI Challenge 2017,2381,Application_1974600217,New credit,2016-02-02T12:11:35.071000+00:00,2016-W05,2016-02-11T09:38:51.152000+00:00,213.4545,13,13
BPI Challenge 2017,2382,Application_1114338247,New credit,2016-02-02T12:13:10.796000+00:00,2016-W05,2016-02-22T15:03:12.564000+00:00,482.8338,13,13
BPI Challenge 2017,2383,Application_1048841494,New credit,2016-02-02T12:31:34.877000+00:00,2016-W05,2016-02-15T14:54:49.107000+00:00,314.3873,13,13
BPI Challenge 2017,2384,Application_22706563,New credit,2016-02-02T12:32:08.894000+00:00,2016-W05,2016-02-15T11:56:29.883000+00:00,311.4058,13,13
BPI Challenge 2017,2385,Application_315604089,New credit,2016-02-02T12:36:20.253000+00:00,2016-W05,2016-02-22T06:55:47.929000+00:00,474.3244,17,14
BPI Challenge 2017,2386,Application_92507213,New credit,2016-02-02T12:37:23.231000+00:00,2016-W05,2016-02-16T17:05:13.633000+00:00,340.464,18,16
BPI Challenge 2017,2387,Application_1096493082,New credit,2016-02-02T12:42:49.035000+00:00,2016-W05,2016-02-16T14:27:06.548000+00:00,337.7382,16,14
BPI Challenge 2017,2388,Application_1235982975,New credit,2016-02-02T12:47:59.429000+00:00,2016-W05,2016-02-11T06:31:51.476000+00:00,209.7311,16,15
BPI Challenge 2017,2389,Application_1786582974,New credit,2016-02-02T13:02:05.702000+00:00,2016-W05,2016-03-08T07:00:33.409000+00:00,833.9744,12,12
BPI Challenge 2017,2390,Application_1085598683,New credit,2016-02-02T13:07:13.217000+00:00,2016-W05,2016-02-22T15:21:25.685000+00:00,482.2368,14,13
BPI Challenge 2017,2391,Application_454790694,New credit,2016-02-02T13:36:38.180000+00:00,2016-W05,2016-02-24T14:27:15.730000+00:00,528.8438,22,16
BPI Challenge 2017,2392,Application_635993067,New credit,2016-02-02T13:37:46.237000+00:00,2016-W05,2016-02-29T19:54:40.338000+00:00,654.2817,16,14
BPI Challenge 2017,2393,Application_564810561,New credit,2016-02-02T13:38:56.351000+00:00,2016-W05,2016-03-08T07:00:32.433000+00:00,833.36,12,12
BPI Challenge 2017,2394,Application_627203523,New credit,2016-02-02T13:58:34.962000+00:00,2016-W05,2016-03-06T07:00:17.031000+00:00,785.0284,12,12
BPI Challenge 2017,2395,Application_1493210294,New credit,2016-02-02T14:02:08.411000+00:00,2016-W05,2016-02-23T11:22:18.852000+00:00,501.3362,14,13
BPI Challenge 2017,2396,Application_1993419132,New credit,2016-02-02T14:09:52.884000+00:00,2016-W05,2016-02-18T12:50:41.538000+00:00,382.6802,14,14
BPI Challenge 2017,2397,Application_32594633,New credit,2016-02-02T14:16:46.720000+00:00,2016-W05,2016-02-23T15:26:59.036000+00:00,505.1701,20,14
BPI Challenge 2017,2398,Application_1104896119,New credit,2016-02-02T14:20:43.433000+00:00,2016-W05,2016-03-18T07:00:43.834000+00:00,1072.6668,13,9
BPI Challenge 2017,2399,Application_1744369256,New credit,2016-02-02T14:22:32.508000+00:00,2016-W05,2016-03-04T07:00:39.300000+00:00,736.6352,9,9
BPI Challenge 2017,2400,Application_258789438,New credit,2016-02-02T15:12:26.859000+00:00,2016-W05,2016-02-19T06:58:23.170000+00:00,399.7656,14,14
BPI Challenge 2017,2401,Application_2136722402,New credit,2016-02-02T15:24:35.133000+00:00,2016-W05,2016-02-24T10:46:15.668000+00:00,523.3613,16,14
BPI Challenge 2017,2402,Application_1526447294,New credit,2016-02-02T15:27:16.764000+00:00,2016-W05,2016-02-12T12:15:51.495000+00:00,236.8096,14,13
BPI Challenge 2017,2403,Application_319529465,New credit,2016-02-02T15:42:37.345000+00:00,2016-W05,2016-02-12T11:10:59.093000+00:00,235.4727,14,12
BPI Challenge 2017,2404,Application_1035150389,New credit,2016-02-02T15:44:28.842000+00:00,2016-W05,2016-02-17T09:13:00.103000+00:00,353.4754,18,15
BPI Challenge 2017,2405,Application_685521212,Limit raise,2016-02-02T15:47:24.837000+00:00,2016-W05,2016-02-04T11:01:23.226000+00:00,43.2329,12,12
BPI Challenge 2017,2406,Application_540626342,New credit,2016-02-02T15:51:01.406000+00:00,2016-W05,2016-02-18T14:40:20.570000+00:00,382.822,19,15
BPI Challenge 2017,2407,Application_1111487811,New credit,2016-02-02T15:56:51.298000+00:00,2016-W05,2016-02-19T15:30:15.712000+00:00,407.5568,20,14
BPI Challenge 2017,2408,Application_40217413,New credit,2016-02-02T16:21:25.591000+00:00,2016-W05,2016-03-04T08:59:13.710000+00:00,736.63,22,15
BPI Challenge 2017,2409,Application_891145200,Limit raise,2016-02-02T16:21:33.491000+00:00,2016-W05,2016-02-04T11:38:52.927000+00:00,43.2887,9,9
BPI Challenge 2017,2410,Application_676203891,Limit raise,2016-02-02T16:23:45.880000+00:00,2016-W05,2016-02-17T13:21:32.986000+00:00,356.9631,16,14
BPI Challenge 2017,2411,Application_1749885929,Limit raise,2016-02-02T16:25:25.120000+00:00,2016-W05,2016-03-06T07:00:17.772000+00:00,782.5813,10,10
BPI Challenge 2017,2412,Application_437813767,New credit,2016-02-02T16:42:10.939000+00:00,2016-W05,2016-02-16T12:51:11.370000+00:00,332.1501,13,13
BPI Challenge 2017,2413,Application_79480908,New credit,2016-02-02T16:55:05.528000+00:00,2016-W05,2016-03-06T07:00:23.671000+00:00,782.0884,10,10
BPI Challenge 2017,2414,Application_2136879434,New credit,2016-02-02T17:06:11.089000+00:00,2016-W05,2016-03-04T07:00:19.517000+00:00,733.9023,14,10
BPI Challenge 2017,2415,Application_38814041,New credit,2016-02-02T17:35:21.538000+00:00,2016-W05,2016-03-07T07:00:26.415000+00:00,805.418,10,10
BPI Challenge 2017,2416,Application_328914193,New credit,2016-02-02T18:09:51.757000+00:00,2016-W05,2016-02-17T10:07:21.519000+00:00,351.9583,19,15
BPI Challenge 2017,2417,Application_1651466349,New credit,2016-02-02T18:35:48.274000+00:00,2016-W05,2016-03-04T08:26:32.458000+00:00,733.8456,16,14
BPI Challenge 2017,2418,Application_2030550355,New credit,2016-02-02T18:45:58.489000+00:00,2016-W05,2016-03-10T07:00:24.707000+00:00,876.2406,12,12
BPI Challenge 2017,2419,Application_1885328597,New credit,2016-02-02T18:48:10.400000+00:00,2016-W05,2016-02-25T09:15:57.911000+00:00,542.4632,22,14
BPI Challenge 2017,2420,Application_352895702,New credit,2016-02-02T19:20:55.524000+00:00,2016-W05,2016-02-23T08:56:44.266000+00:00,493.5969,19,15
BPI Challenge 2017,2421,Application_1300381096,New credit,2016-02-02T19:22:51.918000+00:00,2016-W05,2016-02-22T07:31:47.472000+00:00,468.1488,17,14
BPI Challenge 2017,2422,Application_1540837872,Limit raise,2016-02-02T19:24:57.291000+00:00,2016-W05,2016-02-17T16:03:15.420000+00:00,356.6384,15,13
BPI Challenge 2017,2423,Application_344094810,New credit,2016-02-02T19:35:31.619000+00:00,2016-W05,2016-02-10T06:31:28.455000+00:00,178.9325,23,14
BPI Challenge 2017,2424,Application_317319031,New credit,2016-02-02T19:40:24.052000+00:00,2016-W05,2016-03-04T08:53:13.339000+00:00,733.2137,21,14
BPI Challenge 2017,2425,Application_26621383,New credit,2016-02-02T19:45:50.332000+00:00,2016-W05,2016-02-10T11:37:01.966000+00:00,183.8532,13,13
BPI Challenge 2017,2426,Application_2007398669,New credit,2016-02-02T19:55:36.765000+00:00,2016-W05,2016-03-05T07:00:50.339000+00:00,755.0871,11,11
BPI Challenge 2017,2427,Application_1676601181,New credit,2016-02-02T19:56:09.071000+00:00,2016-W05,2016-03-07T07:01:01.281000+00:00,803.0812,11,11
BPI Challenge 2017,2428,Application_1497897769,New credit,2016-02-02T19:59:18.756000+00:00,2016-W05,2016-02-29T11:32:25.473000+00:00,639.5519,16,12
BPI Challenge 2017,2429,Application_210176751,New credit,2016-02-02T20:18:52.527000+00:00,2016-W05,2016-02-25T08:46:02.014000+00:00,540.4526,15,15
BPI Challenge 2017,2430,Application_1647554936,New credit,2016-02-02T20:51:47.017000+00:00,2016-W05,2016-02-17T10:42:37.215000+00:00,349.8473,14,14
BPI Challenge 2017,2431,Application_585463477,New credit,2016-02-02T20:53:39.446000+00:00,2016-W05,2016-02-09T15:51:30.943000+00:00,162.9643,12,12
BPI Challenge 2017,2432,Application_1562449649,New credit,2016-02-02T21:11:39.469000+00:00,2016-W05,2016-02-23T08:46:57.731000+00:00,491.5884,15,14
BPI Challenge 2017,2433,Application_1787170984,New credit,2016-02-02T21:48:03.663000+00:00,2016-W05,2016-03-07T07:00:43.419000+00:00,801.211,12,12
BPI Challenge 2017,2434,Application_1858876732,New credit,2016-02-02T21:57:08.588000+00:00,2016-W05,2016-03-06T07:00:28.336000+00:00,777.0555,10,10
BPI Challenge 2017,2435,Application_135598988,New credit,2016-02-02T22:23:09.483000+00:00,2016-W05,2016-03-07T07:00:46.622000+00:00,800.627,11,11
BPI Challenge 2017,2436,Application_2081029751,New credit,2016-02-02T23:03:50.818000+00:00,2016-W05,2016-02-18T14:18:00.008000+00:00,375.2359,14,13
BPI Challenge 2017,2437,Application_1297295635,New credit,2016-02-02T23:10:21.046000+00:00,2016-W05,2016-02-18T15:02:22.257000+00:00,375.867,15,14
BPI Challenge 2017,2438,Application_241855451,New credit,2016-02-02T23:26:29.035000+00:00,2016-W05,2016-02-22T06:24:52.492000+00:00,462.9732,14,14
BPI Challenge 2017,2439,Application_1187734133,New credit,2016-02-02T23:31:51.037000+00:00,2016-W05,2016-03-10T07:00:36.655000+00:00,871.4793,10,10
BPI Challenge 2017,2440,Application_1217818731,New credit,2016-02-03T00:29:48.979000+00:00,2016-W05,2016-03-07T07:00:53.857000+00:00,798.518,14,10
BPI Challenge 2017,2441,Application_1286113933,New credit,2016-02-03T07:14:44.063000+00:00,2016-W05,2016-03-07T07:01:00.313000+00:00,791.7712,10,10
BPI Challenge 2017,2442,Application_1148947108,New credit,2016-02-03T07:35:39.411000+00:00,2016-W05,2016-02-10T15:43:09.094000+00:00,176.1249,15,14
BPI Challenge 2017,2443,Application_507475530,New credit,2016-02-03T07:46:28.421000+00:00,2016-W05,2016-03-05T07:01:13.154000+00:00,743.2458,11,11
BPI Challenge 2017,2444,Application_423692804,New credit,2016-02-03T07:49:33.810000+00:00,2016-W05,2016-02-17T13:20:23.073000+00:00,341.5137,15,14
BPI Challenge 2017,2445,Application_2144131288,New credit,2016-02-03T08:47:58.530000+00:00,2016-W05,2016-02-19T13:08:52.142000+00:00,388.3482,25,16
BPI Challenge 2017,2446,Application_1071782613,New credit,2016-02-03T08:52:43.341000+00:00,2016-W05,2016-02-09T13:57:23.871000+00:00,149.0779,14,13
BPI Challenge 2017,2447,Application_429717000,New credit,2016-02-03T08:57:06.457000+00:00,2016-W05,2016-02-22T08:09:29.962000+00:00,455.2065,14,14
BPI Challenge 2017,2448,Application_438333,New credit,2016-02-03T09:00:58.665000+00:00,2016-W05,2016-04-29T08:03:47.594000+00:00,2063.0469,34,17
BPI Challenge 2017,2449,Application_1072438560,New credit,2016-02-03T09:01:34.856000+00:00,2016-W05,2016-03-21T07:00:28.781000+00:00,1125.9816,12,9
BPI Challenge 2017,2450,Application_815720592,New credit,2016-02-03T09:02:55.137000+00:00,2016-W05,2016-03-05T07:00:35.476000+00:00,741.9612,10,10
BPI Challenge 2017,2451,Application_1775192574,New credit,2016-02-03T09:05:36.255000+00:00,2016-W05,2016-02-15T11:13:53.587000+00:00,290.1381,17,14
BPI Challenge 2017,2452,Application_1514871554,Limit raise,2016-02-03T09:06:08.931000+00:00,2016-W05,2016-03-04T13:57:05.733000+00:00,724.8491,14,13
BPI Challenge 2017,2453,Application_2144651857,New credit,2016-02-03T09:16:00.769000+00:00,2016-W05,2016-02-12T11:04:51.642000+00:00,217.8141,13,13
BPI Challenge 2017,2454,Application_1566554398,New credit,2016-02-03T09:23:04.917000+00:00,2016-W05,2016-03-05T07:00:30.360000+00:00,741.6237,10,10
BPI Challenge 2017,2455,Application_1148728932,New credit,2016-02-03T09:31:56.162000+00:00,2016-W05,2016-02-09T14:50:23.107000+00:00,149.3075,11,11
BPI Challenge 2017,2456,Application_1925781855,New credit,2016-02-03T09:44:07.059000+00:00,2016-W05,2016-02-16T13:52:35.272000+00:00,316.1412,13,13
